iter	Logloss
251	0.5814782304
252	0.5814368893
253	0.5814171412
254	0.5813622689
255	0.5813208528
256	0.5813085314
257	0.5812601854
258	0.5812475273
259	0.5812460199
260	0.581246017
261	0.5812301022
262	0.5812221952
263	0.5811726647
264	0.581102572
265	0.581031535
266	0.5810087952
267	0.5810024206
268	0.5809786847
269	0.5809759327
270	0.5809307749
271	0.5809299072
272	0.5809236154
273	0.5809230755
274	0.5808508789
275	0.580848274
276	0.5808451327
277	0.5808190329
278	0.5807894689
279	0.5807363914
280	0.5807323342
281	0.5807173592
282	0.5807085383
283	0.5806827309
284	0.5806662098
285	0.5806612634
286	0.580660541
287	0.5806474447
288	0.5806431425
289	0.5806401411
290	0.5806268654
291	0.5806205694
292	0.5805947696
293	0.5805849136
294	0.5805737302
295	0.5805393186
296	0.58053611
297	0.5804894318
298	0.5803983368
299	0.5803869721
300	0.5803775983
301	0.5803734145
302	0.5803622137
303	0.5803595079
304	0.5802825465
305	0.5802801293
306	0.5802593302
307	0.5801949328
308	0.5801887896
309	0.580169766
310	0.5801595044
311	0.5801344012
312	0.5801276937
313	0.5800913144
314	0.5800427625
315	0.5800421727
316	0.5799711291
317	0.5799701021
318	0.5799529538
319	0.5799505108
320	0.5799430758
321	0.5799218091
322	0.5798858042
323	0.5798643749
324	0.5798563254
325	0.5798165146
326	0.5798101978
327	0.579791343
328	0.5797896289
329	0.5797888
330	0.5797847096
331	0.5797000414
332	0.5796625536
333	0.5796580166
334	0.5796572061
335	0.5796386357
336	0.5796100397
337	0.5795775601
338	0.5795670607
339	0.579542935
340	0.579537418
341	0.5794892164
342	0.5794670945
343	0.579466488
344	0.5794320253
345	0.5793820515
346	0.5793751142
347	0.5793748823
348	0.5793403509
349	0.5793338225
350	0.5793080104
351	0.579294812
352	0.5791821512
353	0.5791641773
354	0.5791528477
355	0.5791402126
356	0.5790776091
357	0.5790663511
358	0.5790661769
359	0.5790432978
360	0.5790280888
361	0.5790144996
362	0.5790081898
363	0.5789974633
364	0.5789899527
365	0.5788947391
366	0.5788920695
367	0.578890877
368	0.5788831696
369	0.578862691
370	0.5788598443
371	0.5788590306
372	0.5788090454
373	0.5788056253
374	0.5787660074
375	0.5787274513
376	0.5787251205
377	0.5787244292
378	0.5787194097
379	0.5787184253
380	0.5786345957
381	0.5786260469
382	0.578620916
383	0.5786179913
384	0.5785957768
385	0.578536931
386	0.578535215
387	0.5785178579
388	0.5784941716
389	0.5784934474
390	0.578490201
391	0.5784896913
392	0.5784851253
393	0.5784526034
394	0.5784525942
395	0.5784481827
396	0.5784481822
397	0.578443582
398	0.578441565
399	0.5784399235
400	0.5784385277
401	0.5784134065
402	0.5784130675
403	0.578387977
404	0.5783453629
405	0.5783449919
406	0.5783432026
407	0.5783415545
408	0.578280129
409	0.5782554638
410	0.5782244351
411	0.5782109533
412	0.5782014021
413	0.5781914552
414	0.5781909605
415	0.5781902629
416	0.5781856758
417	0.5781828378
418	0.5781803692
419	0.5781778687
420	0.5781770587
421	0.5781762504
422	0.5781759061
423	0.5781735557
424	0.5781727329
425	0.5781714136
426	0.5781543509
427	0.5781523843
428	0.5781461963
429	0.5781444813
430	0.5781429645
431	0.578094665
432	0.5780616508
433	0.5780599703
434	0.5780590927
435	0.5780583994
436	0.5780582546
437	0.5780374034
438	0.5780215984
439	0.5780204498
440	0.5779732049
441	0.5779480412
442	0.5779345651
443	0.5779344669
444	0.5779343764
445	0.5779132097
446	0.5779131818
447	0.5779104395
448	0.5779090891
449	0.5778903955
450	0.5778859649
451	0.5778842221
452	0.5778833159
453	0.5778826844
454	0.577845154
455	0.5778444653
456	0.5778443843
457	0.5778435345
458	0.5778315039
459	0.5778185515
460	0.5777361382
461	0.5777310499
462	0.5777307629
463	0.5777302043
464	0.577700099
465	0.5776925786
466	0.5776880004
467	0.5776539256
468	0.5776498239
469	0.5776458982
470	0.5776452943
471	0.5776437904
472	0.5776432561
473	0.5775874899
474	0.5775870609
475	0.5775280317
476	0.5775279246
477	0.5775231817
478	0.5775224788
479	0.577521204
480	0.5775208604
481	0.5775208155
482	0.5775153288
483	0.5775151644
484	0.577514082
485	0.5775125627
486	0.5775111386
487	0.5775109042
488	0.5775042963
489	0.577491459
490	0.5774830451
491	0.5774827036
492	0.5774826853
493	0.5774767775
494	0.5774754404
495	0.5774747977
496	0.5774747174
497	0.5774665715
498	0.5774648492
499	0.5774647834
500	0.5774646397
501	0.577464563
502	0.5774645534
503	0.5774625874
504	0.5774623826
505	0.5774096716
506	0.5773957102
507	0.5773871577
508	0.5773871477
509	0.5773867382
510	0.5773681493
511	0.5773534914
512	0.5773520179
513	0.5773519398
514	0.5773423824
515	0.5773350398
516	0.5773345013
517	0.5773339378
518	0.5773339225
519	0.5773330562
520	0.5773232719
521	0.5773228048
522	0.5773199661
523	0.5773175784
524	0.5773156401
525	0.5773051618
526	0.5773049247
527	0.5772746893
528	0.5772656738
529	0.5772656065
530	0.5772568357
531	0.5772561854
532	0.5772279595
533	0.5772279567
534	0.5772221511
535	0.577191218
536	0.5771887961
537	0.5771766947
538	0.5771755184
539	0.5771701128
540	0.5771696404
541	0.5771553169
542	0.577154138
543	0.5771477906
544	0.5771398523
545	0.5771196927
546	0.5771192312
547	0.5771139646
548	0.5771118507
549	0.5771117883
550	0.5770997299
551	0.5770993489
552	0.577025956
553	0.5770258953
554	0.577025887
555	0.5770247603
556	0.5770186761
557	0.5770185932
558	0.5768959339
559	0.5768948018
560	0.5768948003
561	0.5768947989
562	0.5768945061
563	0.5768762848
564	0.5768762835
565	0.576865142
566	0.5768633596
567	0.576858221
568	0.5768343797
569	0.5768343742
570	0.5768338212
571	0.5768323024
572	0.5768319403
573	0.5768304567
574	0.576806525
575	0.5768061678
576	0.576788621
577	0.5767878902
578	0.5767874852
579	0.5767872256
580	0.5767854983
581	0.5767766728
582	0.5767296164
583	0.5767295828
584	0.5767293841
585	0.5767239142
586	0.5767182578
587	0.5767182061
588	0.5767149491
589	0.5767149117
590	0.5767023992
591	0.5766863213
592	0.5766835309
593	0.5766821472
594	0.5766818843
595	0.5766751333
596	0.5766751332
597	0.5766650346
598	0.5766506832
599	0.5766423929
600	0.576640817
601	0.5766129358
602	0.5766109499
603	0.5765960384
604	0.5765825695
605	0.5765822062
606	0.5765777439
607	0.5765751154
608	0.5765744684
609	0.5765731543
610	0.5765557879
611	0.5765550171
612	0.5765538955
613	0.5765307798
614	0.5765307513
615	0.5764469205
616	0.5764463955
617	0.5764446031
618	0.5764374906
619	0.5764281088
620	0.5764270252
621	0.5764263109
622	0.5764105293
623	0.5764098092
624	0.5764090752
625	0.5764090152
626	0.5764086028
627	0.576405693
628	0.5763981799
629	0.5763979079
630	0.5763978789
631	0.5763976504
632	0.5763953561
633	0.5763944147
634	0.5763929655
635	0.5763827838
636	0.5763724763
637	0.576372448
638	0.5763592549
639	0.576358403
640	0.5763559139
641	0.5763550554
642	0.5763550179
643	0.5763545446
644	0.5763509834
645	0.5763296253
646	0.576329595
647	0.5763295921
648	0.5763294172
649	0.5763142528
650	0.5763067257
651	0.5763046154
652	0.5763045889
653	0.576298745
654	0.5762970432
655	0.5762964695
656	0.5762759488
657	0.5762716431
658	0.5762714698
659	0.5762677701
660	0.5762674778
661	0.5762673528
662	0.576267314
663	0.5762630801
664	0.576174075
665	0.5761688182
666	0.5761681314
667	0.5761676077
668	0.5761443011
669	0.576143917
670	0.5761182479
671	0.5761182267
672	0.5761154331
673	0.576092927
674	0.5760736318
675	0.5760616877
676	0.5760616554
677	0.5760612506
678	0.5760250685
679	0.5759379133
680	0.575935483
681	0.5759289331
682	0.5759285388
683	0.5759270279
684	0.5759270144
685	0.5759263654
686	0.5759241188
687	0.5759237918
688	0.5759235953
689	0.5759211644
690	0.5759211643
691	0.575920957
692	0.5759203617
693	0.5759131963
694	0.5758569782
695	0.5758567288
696	0.575854556
697	0.5758543703
698	0.57585381
699	0.575850025
700	0.5758499916
701	0.5758396627
702	0.5758393517
703	0.5758377779
704	0.5758347645
705	0.5758316848
706	0.575831668
707	0.5758051533
708	0.5757912107
709	0.5757911876
710	0.5757901308
711	0.5757899322
712	0.5757898845
713	0.5757897206
714	0.5757896778
715	0.5757891217
716	0.575788088
717	0.5757749795
718	0.575767659
719	0.5757675805
720	0.5757671143
721	0.575755064
722	0.5757529148
723	0.5757482412
724	0.5757479839
725	0.575746713
726	0.5757286966
727	0.5757214341
728	0.5757212396
729	0.5757207938
730	0.5757207338
731	0.5757190651
732	0.5757124279
733	0.5757122019
734	0.5757066568
735	0.5756995267
736	0.5756989781
737	0.575676801
738	0.5756516647
739	0.575651296
740	0.5755985705
741	0.5755970782
742	0.5755868999
743	0.5755868979
744	0.575586399
745	0.5755862411
746	0.5755860605
747	0.5755860438
748	0.5755837334
749	0.5755837038
750	0.5755826265
751	0.5755823777
752	0.575582349
753	0.5755736012
754	0.5755325261
755	0.5755291714
756	0.5755273683
757	0.5755270749
758	0.5755263192
759	0.5755249408
760	0.5755235835
761	0.5755235821
762	0.575523188
763	0.5755229457
764	0.575514629
765	0.575511928
766	0.5755044381
767	0.5755041351
768	0.5754897455
769	0.5754758046
770	0.5754732286
771	0.5754729024
772	0.5754728997
773	0.5754726354
774	0.575455675
775	0.5754489819
776	0.5754471034
777	0.5754467786
778	0.5754466058
779	0.5754421267
780	0.5754421025
781	0.5754337915
782	0.5754318334
783	0.5754314285
784	0.5754263255
785	0.5754253271
786	0.5754248339
787	0.5754248094
788	0.5754248079
789	0.5754242818
790	0.575423067
791	0.5754230318
792	0.5754145875
793	0.5754098112
794	0.5754096338
795	0.575408982
796	0.5754078872
797	0.5754077723
798	0.57540771
799	0.5754075202
800	0.5754000107
801	0.5753687683
802	0.5753669138
803	0.5753653499
804	0.5753643037
805	0.5753640957
806	0.5753639854
807	0.5753576891
808	0.5753576823
809	0.5753387694
810	0.5753386474
811	0.5753384895
812	0.5753369321
813	0.5753362261
814	0.5753362124
815	0.5753354411
816	0.5753298418
817	0.575329457
818	0.5753282382
819	0.5753241632
820	0.5753204367
821	0.5753200865
822	0.5753123066
823	0.5753123029
824	0.575312014
825	0.5753117871
826	0.5753116583
827	0.5753116503
828	0.5753102643
829	0.5753102573
830	0.5753099749
831	0.5752943036
832	0.5752933407
833	0.5752933387
834	0.5752933364
835	0.5752932458
836	0.5752927853
837	0.5752927679
838	0.5752927502
839	0.5752869918
840	0.5752852249
841	0.5752851752
842	0.5752851414
843	0.5752726221
844	0.575270166
845	0.5752671532
846	0.5752671196
847	0.5752671196
848	0.5752188258
849	0.5752187287
850	0.5752129579
851	0.5752119406
852	0.5751789993
853	0.5751696481
854	0.5751696189
855	0.5751695042
856	0.5751673127
857	0.5751670578
858	0.5751670229
859	0.5751656881
860	0.5751653965
861	0.5751625988
862	0.5751624909
863	0.5751623691
864	0.5751623348
865	0.5751350475
866	0.575134995
867	0.5751340189
868	0.5751339179
869	0.5751338223
870	0.5751188971
871	0.5751170499
872	0.5751170499
873	0.5751169571
874	0.5751159586
875	0.5751159586
876	0.5751092542
877	0.5751092365
878	0.5751092058
879	0.5751091101
880	0.5751085846
881	0.5751085813
882	0.5751084827
883	0.5751077819
884	0.5751077819
885	0.5751003554
886	0.5750972308
887	0.5750828196
888	0.5750824032
889	0.5750823771
890	0.5750822651
891	0.5750803523
892	0.5750803361
893	0.5750783623
894	0.5750698343
895	0.575069823
896	0.5750664676
897	0.57506643
898	0.5750412881
899	0.5750370575
900	0.5750368946
901	0.5750103114
902	0.5750102097
903	0.5749918329
904	0.5749917163
905	0.5749781953
906	0.5749781766
907	0.574972298
908	0.5749717275
909	0.5749665117
910	0.5749663935
911	0.5749633499
912	0.5749632758
913	0.5749632548
914	0.5749502619
915	0.5749268013
916	0.5749267831
917	0.5749264847
918	0.5749238239
919	0.5749146391
920	0.5749142805
921	0.5749139854
922	0.5749132703
923	0.5749131656
924	0.5749131645
925	0.574913162
926	0.5749128662
927	0.5749128392
928	0.5748824965
929	0.5748824649
930	0.5748824449
931	0.5748804334
932	0.574874759
933	0.5748696213
934	0.5748691054
935	0.5748691026
936	0.574869058
937	0.5748684646
938	0.574857089
939	0.5748568572
940	0.5748566943
941	0.5748358669
942	0.5748317844
943	0.5748316917
944	0.5748316636
945	0.5748316617
946	0.5748314054
947	0.5748152068
948	0.5748152037
949	0.5748151287
950	0.5748149247
951	0.5748149145
952	0.5748130445
953	0.5748127805
954	0.5748127805
955	0.5748127788
956	0.5748058412
957	0.5748051572
958	0.5748050472
959	0.5747998831
960	0.5747996963
961	0.5747995218
962	0.5747988225
963	0.5747943167
964	0.5747942999
965	0.5747942068
966	0.5747891423
967	0.574788481
968	0.5747881948
969	0.5747880421
970	0.5747518663
971	0.5747518659
972	0.5747491304
973	0.5747462863
974	0.5747309437
975	0.5747298662
976	0.5747269415
977	0.5747269212
978	0.5747269207
979	0.5747269207
980	0.5747269207
981	0.5747268773
982	0.5747266529
983	0.5747226296
984	0.5747185287
985	0.5747179516
986	0.574694511
987	0.5746944224
988	0.5746761785
989	0.5746761044
990	0.5746467325
991	0.5746465678
992	0.5746449006
993	0.5746420124
994	0.5746419291
995	0.5746403368
996	0.5746337482
997	0.5746325304
998	0.5746325304
999	0.574632517
